,year_to_date_return,years_up,years_down,fund_symbol,fund_return_2021_q2,fund_return_2021_q1,fund_return_2020_q4,fund_return_2020_q3,fund_return_2020_q2,category_return_2020,fund_return_2020
18970,-0.0057,8.0,2.0,RMAAX,0.00405,-0.01467,0.00189,0.00286,0.01068,0.05647,0.05781
18971,-0.0057,8.0,2.0,RMABX,0.00405,-0.01469,0.00194,0.00286,0.01177,0.05647,0.0591
18972,-0.0022,9.0,1.0,RMACX,0.00531,-0.01345,0.00257,0.00335,0.01255,0.05647,0.06209
18973,-0.0005,9.0,1.0,RMAEX,0.00601,-0.01273,0.00431,0.0041,0.01331,0.05647,0.06626
18974,0.0012,9.0,1.0,RMAFX,0.00675,-0.012,0.005,0.00485,0.01404,0.05647,0.06931
18975,0.0015,9.0,1.0,RMAGX,0.00688,-0.01183,0.00518,0.00502,0.01422,0.05647,0.07009
18976,0.0006,5.0,0.0,RMAHX,0.0065,-0.01226,0.00476,0.00551,0.01378,0.05647,0.06822
18979,-0.0035,6.0,0.0,RMBEX,0.00517,-0.01358,0.00325,0.00307,0.01221,0.05647,0.06188
19002,0.1458,4.0,2.0,RMEBX,0.05003,0.07698,0.08124,0.04629,0.12824,0.02911,0.04234
19003,0.1439,15.0,3.0,RMFAX,0.04918,0.07612,0.08019,0.04581,0.12724,0.02911,0.03911
19004,0.1437,15.0,3.0,RMFBX,0.04934,0.076,0.08049,0.04571,0.1275,0.02911,0.03963
19005,0.1467,15.0,3.0,RMFCX,0.05044,0.07731,0.08152,0.04692,0.12871,0.02911,0.04399
19006,0.1488,15.0,3.0,RMFEX,0.05096,0.0784,0.08246,0.04747,0.12946,0.02911,0.04713
19007,0.1508,15.0,3.0,RMFFX,0.05176,0.07906,0.08339,0.04832,0.13036,0.02911,0.05042
19008,0.151,9.0,2.0,RMFGX,0.05207,0.07918,0.08349,0.04844,0.13046,0.02911,0.05096
19009,0.1501,4.0,1.0,RMFHX,0.05162,0.07881,0.08307,0.04818,0.13028,0.02911,0.04963
19023,-0.0005,10.0,1.0,RMMGX,-0.00093,-0.00117,0.00302,0.00302,0.01251,0.03809,0.03918
19027,0.26129,1.0,0.0,QCGDX,0.04657,0.08415,0.15589,0.05977,0.04693,0.11719,0.14666
19028,-0.01493,1.0,0.0,QFITX,0.02672,-0.09235,-0.01017,0.01005,-0.00905,0.03443,0.10358
19029,0.27622,0.0,1.0,QSPMX,0.12395,0.11798,0.02716,-0.00667,0.1427,0.11719,-0.00345
19038,0.06249,4.0,1.0,RMRPX,0.03344,0.01475,0.05376,0.02409,0.07094,0.08856,0.08336
19039,-0.00692,2.0,0.0,RMTBX,0.01815,-0.02316,0.01587,0.01193,0.04147,0.08056,0.06619
19050,0.0844,4.0,2.0,RNBEX,0.03916,0.03755,0.0697,0.03282,0.08599,0.08856,0.05101
19051,0.0822,6.0,2.0,RNCAX,0.03858,0.0367,0.06907,0.03239,0.08523,0.08856,0.048
19052,0.0849,6.0,2.0,RNCCX,0.0396,0.03756,0.07033,0.03348,0.08715,0.08856,0.05348
19053,0.148,4.0,2.0,RNCIX,0.05752,0.08758,0.15109,0.03463,0.18124,0.11719,0.04815
19054,0.1461,10.0,4.0,RNCOX,0.05679,0.08681,0.15016,0.03392,0.18024,0.11719,0.04547
19055,0.0335,8.0,2.0,RNDLX,0.02338,0.00452,0.03874,0.02878,0.0715,0.04842,0.05743
19056,0.0671,4.0,2.0,RNEBX,0.0912,0.00601,0.19135,0.07967,0.24293,0.17903,0.24286
19064,0.0274,6.0,2.0,RNHIX,0.01664,0.00942,0.04968,0.03865,0.08976,0.04905,0.02893
19066,0.0261,6.0,2.0,RNOTX,0.01603,0.0088,0.04907,0.03805,0.08922,0.04905,0.02639
19074,0.0832,4.0,1.0,RNRPX,0.04234,0.03199,0.06833,0.03122,0.08396,0.11719,0.07445
19075,0.035,9.0,1.0,RNSIX,0.02407,0.00515,0.03948,0.02949,0.07231,0.04842,0.06024
19077,0.0652,13.0,5.0,RNWAX,0.09034,0.00531,0.19036,0.07871,0.24181,0.17903,0.23841
19078,0.0653,13.0,5.0,RNWBX,0.09046,0.00531,0.19052,0.07888,0.24213,0.17903,0.23931
19079,0.068,13.0,5.0,RNWCX,0.0916,0.00647,0.19179,0.08016,0.24334,0.17903,0.24475
19080,0.07,13.0,5.0,RNWEX,0.09235,0.00721,0.19278,0.08087,0.24455,0.17903,0.24859
19081,0.0718,13.0,5.0,RNWFX,0.09316,0.00794,0.1936,0.08183,0.24541,0.17903,0.25236
19082,0.0722,7.0,4.0,RNWGX,0.09343,0.00808,0.19369,0.08191,0.24558,0.17903,0.25298
19083,0.0711,4.0,1.0,RNWHX,0.09308,0.00759,0.19352,0.08146,0.24498,0.17903,0.25116
19085,0.0951,4.0,2.0,ROBAX,0.04293,0.04468,0.07548,0.02033,0.03439,0.05363,0.00441
19086,0.0915,3.0,3.0,ROBCX,0.041,0.04387,0.07352,0.01723,0.03368,0.05363,-0.00328
19087,0.0978,5.0,1.0,ROBNX,0.04358,0.04646,0.07624,0.01981,0.03626,0.05363,0.00695
19096,-0.0029,6.0,0.0,RPBEX,0.00139,-0.00853,0.00295,0.00461,0.01758,0.03809,0.05259
19132,-0.0047,6.0,2.0,RPPBX,0.00101,-0.00965,0.00242,0.00421,0.01672,0.03809,0.05011
19133,-0.0019,7.0,1.0,RPPCX,0.00198,-0.00821,0.00363,0.00533,0.01783,0.03809,0.05459
19134,-0.0003,7.0,1.0,RPPEX,0.00269,-0.00761,0.00445,0.00512,0.01952,0.03809,0.05757
19135,0.0013,7.0,1.0,RPPFX,0.00342,-0.00701,0.0053,0.0058,0.02023,0.03809,0.06055
19136,0.0025,7.0,1.0,RPPGX,0.00453,-0.00689,0.00446,0.00685,0.02034,0.03809,0.061
19137,-0.0047,6.0,2.0,RPPVX,0.00098,-0.0096,0.00214,0.00436,0.01663,0.03809,0.04946
19139,0.1029,4.0,1.0,RPRPX,0.05095,0.0426,0.08637,0.03868,0.10248,0.11719,0.07182
19152,0.0607,4.0,1.0,RQRPX,0.03462,0.01618,0.05499,0.02485,0.07159,0.08856,0.08696
19156,0.0732,10.0,1.0,RRCTX,0.03892,0.02391,0.0688,0.03766,0.09789,0.10795,0.10991
19177,0.0604,4.0,1.0,RROPX,0.03534,0.01523,0.05442,0.02431,0.07156,0.08856,0.08634
19178,0.0429,10.0,4.0,RRPAX,0.01742,0.01101,0.01396,0.01947,0.02946,0.10007,0.05638
19180,0.0846,4.0,1.0,RRPPX,0.04306,0.03177,0.06987,0.03199,0.08473,0.11719,0.07832
19182,0.1034,4.0,1.0,RRQPX,0.0506,0.04343,0.08673,0.03891,0.10282,0.11719,0.07295
19196,0.1033,13.0,4.0,RRTCX,0.05377,0.0409,0.12182,0.06123,0.17317,0.12985,0.15311
19200,0.0625,10.0,3.0,RRTLX,0.03629,0.01776,0.07242,0.03798,0.1112,0.10479,0.10669
19201,0.0733,9.0,4.0,RRTMX,0.04109,0.02374,0.08688,0.04459,0.12859,0.10747,0.12028
19221,0.1092,5.0,1.0,RSEBX,0.07671,0.03113,0.21942,0.10144,0.31714,0.2489,0.36824
19257,0.1072,15.0,3.0,RSLAX,0.07584,0.03036,0.21851,0.10081,0.31596,0.2489,0.3641
19258,0.1072,15.0,3.0,RSLBX,0.07589,0.03033,0.21862,0.1007,0.31614,0.2489,0.36432
19259,0.1102,15.0,3.0,RSLCX,0.07699,0.03153,0.2199,0.10197,0.31758,0.2489,0.37056
19260,0.1135,4.0,1.0,RSLDX,0.07834,0.03284,0.22142,0.10333,0.31914,0.2489,0.37728
19261,0.1121,15.0,3.0,RSLEX,0.07774,0.03233,0.22085,0.10277,0.31835,0.2489,0.37471
19262,0.1141,15.0,3.0,RSLFX,0.07866,0.03308,0.22169,0.10372,0.31937,0.2489,0.37868
19300,0.0641,4.0,2.0,RTEHX,0.0371,0.02412,0.06995,0.05418,0.08454,0.04905,0.06515
19304,0.0309,3.0,1.0,RTIOX,0.02773,-0.01549,0.02638,0.02797,0.05854,0.10007,0.08929
19320,0.0608,4.0,1.0,RTRPX,0.03468,0.01538,0.05503,0.02489,0.07165,0.08856,0.08814
19324,0.1439,3.0,1.0,RTSGX,0.06944,0.05366,0.25021,0.05655,0.28489,0.38623,0.32288
19335,0.0845,4.0,1.0,RURPX,0.04384,0.03174,0.06977,0.03101,0.08557,0.11719,0.07821
19347,0.1048,4.0,1.0,RVRPX,0.05085,0.04367,0.08698,0.03923,0.10305,0.11719,0.07432
19350,0.0996,4.0,2.0,RWBEX,0.05559,0.04237,0.14405,0.06898,0.18116,0.1296,0.14865
19351,-0.0012,3.0,1.0,RWCEX,0.0433,0.02213,0.34509,0.09107,0.27313,0.17903,0.34617
19352,-0.0018,2.0,1.0,RWCIX,0.04338,0.02156,0.3448,0.09123,0.27232,0.17903,0.3448
19356,0.166,4.0,2.0,RWEBX,0.06174,0.0841,0.11262,0.05693,0.16308,0.15827,0.07198
19359,0.0977,14.0,4.0,RWIAX,0.05469,0.04174,0.14308,0.0684,0.18,0.1296,0.14511
19360,0.0978,14.0,4.0,RWIBX,0.05491,0.04166,0.14308,0.06824,0.18006,0.1296,0.14515
19361,0.1008,14.0,4.0,RWICX,0.05602,0.04292,0.14436,0.06942,0.18148,0.1296,0.15016
19362,0.1027,14.0,4.0,RWIEX,0.0567,0.04383,0.14514,0.07032,0.18223,0.1296,0.15356
19363,0.1045,14.0,4.0,RWIFX,0.0575,0.04448,0.14612,0.07113,0.18333,0.1296,0.15714
19364,0.1049,8.0,3.0,RWIGX,0.05764,0.04464,0.14609,0.07128,0.18351,0.1296,0.15783
19365,0.1039,4.0,1.0,RWIHX,0.05738,0.04413,0.14578,0.0708,0.18316,0.1296,0.15614
19368,0.164,15.0,3.0,RWMAX,0.06106,0.08325,0.11173,0.05616,0.16255,0.15827,0.06896
19369,0.1639,15.0,3.0,RWMBX,0.06103,0.08313,0.11185,0.05617,0.16247,0.15827,0.06897
19370,0.1671,15.0,3.0,RWMCX,0.0623,0.08433,0.11289,0.05739,0.16368,0.15827,0.07364
19371,0.169,15.0,3.0,RWMEX,0.06282,0.0852,0.114,0.05822,0.1645,0.15827,0.07707
19372,0.171,16.0,2.0,RWMFX,0.06367,0.08611,0.11461,0.0589,0.16547,0.15827,0.08006
19373,0.1714,10.0,1.0,RWMGX,0.06393,0.08617,0.11486,0.05898,0.16575,0.15827,0.0808
19374,0.1704,4.0,1.0,RWMHX,0.06359,0.08577,0.11457,0.05853,0.16514,0.15827,0.07932
19375,0.0576,3.0,0.0,RWMIX,0.03418,0.01165,0.03666,0.01376,-0.00693,0.0345,0.00131
19376,0.0566,2.0,1.0,RWMNX,0.03283,0.01241,0.02904,0.01312,-0.01236,0.0345,-0.01288
19379,0.1047,4.0,1.0,RXRPX,0.05162,0.04359,0.08698,0.03924,0.10308,0.11719,0.07434
19661,0.1028,16.0,6.0,SBACX,0.05222,0.0327,0.08478,0.06836,0.14627,0.11719,0.17821
19665,0.005,17.0,1.0,SBAYX,0.00287,0.00124,0.00808,0.0116,0.04715,0.01341,0.01835
19675,-0.0011,11.0,1.0,SBFFX,-0.00019,-0.00142,0.00277,0.00278,0.01226,0.03809,0.03818
19726,0.1569,10.0,4.0,SCAUX,0.04297,0.09541,0.06958,0.02192,0.14586,0.02911,-0.03233
19728,0.1597,9.0,3.0,SCAYX,0.04345,0.09667,0.0689,0.02355,0.14591,0.02911,-0.03043
19732,-0.0016,2.0,0.0,SCBRX,0.02281,-0.0344,0.01601,0.00924,0.04741,0.07522,0.10533
19738,0.1534,10.0,4.0,SCCUX,0.0408,0.0941,0.06657,0.02022,0.1437,0.02911,-0.04003
19742,0.1924,9.0,5.0,SCECX,0.04053,0.14975,0.27043,0.04884,0.26192,0.10988,0.10661
19774,0.1606,10.0,4.0,SCIUX,0.04391,0.09707,0.07051,0.02309,0.14631,0.02911,-0.02818
19776,0.1478,2.0,1.0,SCJAX,0.06749,0.05655,0.07927,0.06753,0.14747,0.04241,0.06645
19777,0.1421,2.0,1.0,SCJCX,0.06583,0.05396,0.07662,0.06563,0.14636,0.04241,0.05854
19778,0.1479,2.0,1.0,SCJIX,0.06863,0.05661,0.08104,0.06856,0.14728,0.04241,0.06991
19779,0.1547,2.0,1.0,SCJKX,0.07023,0.06125,0.07847,0.06539,0.14187,0.04241,0.05755
19781,-0.0055,23.0,2.0,SCLFX,-0.00304,-0.01045,-0.00345,-0.00427,0.00229,0.05647,0.01831
19787,0.0687,14.0,3.0,SCMSX,0.04783,0.01081,0.08746,0.04142,0.11329,0.08856,0.09614
19790,0.1584,9.0,3.0,SCNUX,0.04283,0.0961,0.06829,0.02291,0.14536,0.02911,-0.03308
19794,0.1903,15.0,2.0,SCPAX,0.07582,0.08303,0.12408,0.07674,0.19782,0.15827,0.1196
19807,0.1562,10.0,4.0,SCRUX,0.04161,0.0952,0.06815,0.02132,0.14446,0.02911,-0.03515
19811,0.0081,45.0,14.0,SCSBX,0.02601,-0.02718,0.02253,0.01555,0.0586,0.08056,0.08813
19812,0.1857,17.0,5.0,SCSCX,0.07827,0.08208,0.12954,0.10393,0.20086,0.15827,0.22874
19835,0.1075,15.0,4.0,SCWCX,0.07578,0.03046,0.21851,0.10057,0.31584,0.2489,0.36409
19836,0.1118,15.0,4.0,SCWFX,0.07771,0.03213,0.22072,0.10267,0.31834,0.2489,0.37389
19849,0.0064,25.0,1.0,SDDMX,0.0035,0.00071,0.00566,0.00568,0.01875,0.02277,0.02294
19894,-0.0086,2.0,1.0,SEAAX,0.0141,-0.02889,0.00103,0.00121,0.03618,0.03809,0.02694
19895,-0.018,2.0,1.0,SEABX,0.01176,-0.0349,0.00635,0.00136,0.03665,0.03809,0.03572
19896,-0.006,14.0,2.0,SEACX,0.01635,-0.02901,0.00704,0.00534,0.04173,0.03809,0.0498
19897,0.1012,13.0,4.0,SEAIX,0.05851,0.0356,0.13189,0.05441,0.15807,0.06177,0.10883
19898,-0.0063,14.0,2.0,SEAKX,0.01645,-0.02935,0.0057,0.00427,0.04055,0.03809,0.04524
19901,0.1076,61.0,21.0,SEBLX,0.05444,0.03459,0.08709,0.07025,0.14798,0.11719,0.18749
19902,0.1563,6.0,2.0,SECAX,0.04365,0.13601,0.30136,0.06513,0.25585,0.10988,0.1984
19908,-0.0161,10.0,5.0,SEDAX,0.04493,-0.05624,0.09183,0.01773,0.12824,0.05086,0.04678
19909,0.02,13.0,4.0,SEDIX,0.01134,0.00303,0.01672,0.00982,0.02776,0.03109,0.02512
19910,0.1755,2.0,1.0,SEEBX,0.08894,0.05157,0.13799,0.07804,0.21066,0.15827,0.11034
19911,0.1886,13.0,3.0,SEECX,0.09248,0.05946,0.14444,0.0756,0.21902,0.15827,0.1274
19914,0.1897,2.0,1.0,SEEHX,0.093,0.05995,0.1448,0.07535,0.21887,0.15827,0.11723
19916,0.1883,12.0,4.0,SEEKX,0.09255,0.05916,0.14309,0.07431,0.21763,0.15827,0.12251
19922,0.2307,2.0,0.0,SEHAX,0.07496,0.1196,0.1303,0.06617,0.20008,0.15827,0.13171
19949,0.1913,67.0,19.0,SENCX,0.08046,0.08425,0.1319,0.10615,0.20307,0.15827,0.23829
19951,0.0116,19.0,3.0,SENYX,0.00897,-0.00356,0.01447,0.00841,0.02088,0.03481,0.03236
19952,0.0075,18.0,4.0,SEPAX,0.0091,-0.00851,0.00906,0.01391,0.02516,0.04411,0.04665
19973,0.0072,36.0,7.0,SFBDX,0.0115,-0.00864,0.01029,0.00731,0.02587,0.04507,0.05441
19978,0.1144,2.0,1.0,SFCWX,0.07872,0.03318,0.22188,0.10368,0.3196,0.2489,0.37915
19990,-0.0046,41.0,2.0,SFITX,0.00254,-0.01096,-0.00107,0.00118,0.00349,0.03109,0.04063
20001,0.1576,3.0,3.0,SFREX,0.06581,0.09345,0.15758,-0.00367,0.11921,-0.05428,-0.11103
20006,0.0033,3.0,0.0,SFTEX,0.00274,-0.00094,0.00329,0.00674,0.01802,0.02277,0.03101
20031,-0.0046,19.0,1.0,SGINX,0.00113,-0.00536,0.0071,-0.00017,0.01166,0.05647,0.03287
20039,0.1517,13.0,4.0,SGOAX,0.06183,0.07303,0.14991,0.06075,0.18326,0.15414,0.11242
20065,0.0058,17.0,0.0,SHDAX,0.00439,-0.00122,0.00683,0.01089,0.02154,0.02277,0.02567
20072,0.1034,1.0,1.0,SHELX,0.05777,0.03975,0.05223,0.02521,0.0308,0.0983,-0.08884
20081,0.0957,13.0,2.0,SHISX,0.07342,0.00094,0.0809,0.06339,0.17454,0.27625,0.19427
20102,0.0959,18.0,3.0,SHSAX,0.07359,0.00108,0.08092,0.06363,0.17469,0.27625,0.19474
20103,0.0912,17.0,3.0,SHSCX,0.07153,-0.00079,0.07898,0.06157,0.17258,0.27625,0.18602
20105,0.0982,4.0,0.0,SHSKX,0.07448,0.00205,0.08202,0.06443,0.1757,0.27625,0.19906
20106,0.0976,17.0,3.0,SHSSX,0.07421,0.00179,0.08177,0.06425,0.17544,0.27625,0.19778
20127,0.0351,14.0,3.0,SICIX,0.02201,0.00448,0.03029,0.01637,0.04913,0.07286,0.02616
20167,0.1859,20.0,5.0,SINAX,0.0748,0.09293,0.1342,0.0659,0.14975,0.02911,0.05695
20168,0.0271,20.0,5.0,SINBX,0.02935,0.00126,0.05929,0.03087,0.08688,0.04842,0.05659
20169,0.0284,21.0,5.0,SINCX,0.02936,0.00137,0.05933,0.03083,0.08817,0.04842,0.05677
20181,0.1517,13.0,4.0,SISAX,0.06165,0.0734,0.14997,0.06003,0.18345,0.15414,0.11259
20202,0.1514,13.0,4.0,SKTAX,0.06157,0.07297,0.15007,0.0601,0.18326,0.15414,0.11211
20209,0.1884,19.0,5.0,SLCAX,0.07445,0.08911,0.13462,0.07328,0.19294,0.15827,0.1169
20215,0.1606,1.0,2.0,SLESX,0.04391,0.09707,0.07051,0.02309,0.14765,0.02911,-0.02819
20227,-0.0002,25.0,1.0,SLMTX,0.00021,-0.00821,-0.00099,-0.00189,0.00464,0.05647,0.02805
20228,0.1758,17.0,7.0,SLPAX,0.04677,0.14047,0.26093,0.05035,0.23911,0.10988,0.13101
20234,-0.0014,25.0,1.0,SLTMX,-0.00029,-0.0087,-0.00152,-0.0024,0.00416,0.05647,0.02604
20245,0.0005,2.0,0.0,SMAMX,0.0193,-0.02747,0.0182,0.0167,0.05699,0.08056,0.0945
20256,0.1138,10.0,2.0,SMCFX,0.07852,0.03293,0.22153,0.10354,0.31921,0.2489,0.37789
20257,-0.0037,2.0,0.0,SMCHX,0.01744,-0.02837,0.01565,0.0149,0.05429,0.08056,0.08616
20267,0.1724,12.0,8.0,SMDLX,0.09644,0.05234,0.13103,0.04591,0.20679,0.02911,-0.00425
20273,0.0041,2.0,0.0,SMDSX,0.0036,-0.00102,0.01083,0.0097,0.04693,0.03809,0.06544
20286,0.1133,13.0,4.0,SMGAX,0.04713,0.04926,0.07173,0.03258,0.08984,0.11719,-0.04356
20288,0.0847,13.0,4.0,SMGSX,0.05248,0.02206,0.10249,0.04464,0.12742,0.06177,0.09077
20314,0.0607,14.0,3.0,SMOAX,0.03719,0.00941,0.04785,0.02684,0.07098,0.08856,0.03656
20321,0.0024,2.0,0.0,SMRSX,0.00292,-0.00178,0.00916,0.00913,0.04735,0.03809,0.06277
20323,0.0571,7.0,2.0,SMSDX,0.03523,0.00706,0.0467,0.02422,0.06892,0.08856,0.02972
20324,0.0591,14.0,3.0,SMSIX,0.03698,0.00838,0.04762,0.02547,0.06992,0.08856,0.03448
20332,0.0021,2.0,0.0,SMTHX,0.01999,-0.02682,0.01898,0.0174,0.05678,0.08056,0.09668
20336,0.0004,2.0,0.0,SMTRX,0.02015,-0.0275,0.0182,0.01667,0.05508,0.08056,0.09359
20347,0.1322,5.0,2.0,SMXAX,0.06941,0.07274,0.27259,0.10799,0.30599,0.39262,0.32931
20370,0.0209,14.0,3.0,SNSAX,0.01275,0.00397,0.0166,0.0103,0.02787,0.03109,0.02716
20372,0.1178,9.0,5.0,SNTCX,0.0653,0.06682,0.17101,0.05169,0.15146,0.00882,0.04842
20373,0.1074,2.0,1.0,SNTDX,0.05786,0.06393,0.16765,0.04636,0.13974,0.00882,0.02364
20374,0.1183,2.0,1.0,SNTFX,0.06599,0.06697,0.171,0.05257,0.15046,0.00882,0.04873
20376,0.1192,9.0,5.0,SNTKX,0.06641,0.06707,0.16862,0.04989,0.14961,0.00882,0.04181
20383,0.0124,4.0,1.0,SNYYX,0.00938,-0.00321,0.01489,0.00788,0.02224,0.03481,0.03304
20395,0.07,14.0,3.0,SOKAX,0.04844,0.01131,0.08635,0.03906,0.11008,0.08856,0.08864
20408,0.0084,4.0,1.0,SPAYX,0.00948,-0.00814,0.00943,0.01429,0.02553,0.04411,0.0482
20436,0.1797,6.0,1.0,SPINX,0.08536,0.0617,0.12153,0.08887,0.20568,0.15827,0.18359
20442,0.345,0.0,1.0,SPMHX,0.21143,0.1737,0.27873,-0.13613,0.46987,-0.23341,-0.28374
20472,0.0862,1.0,0.0,SQBFX,0.03202,0.0491,0.076,0.05268,0.10811,0.11719,0.11958
20473,0.0876,1.0,0.0,SQBIX,0.03273,0.04893,0.07771,0.05258,0.10907,0.11719,0.12343
20474,0.0826,1.0,0.0,SQCBX,0.03073,0.04696,0.07376,0.05103,0.10521,0.11719,0.11111
20479,0.014,39.0,3.0,SRBFX,0.01794,-0.01116,0.03166,0.02352,0.09096,0.08056,0.1227
20500,0.0027,29.0,5.0,SRINX,0.03279,-0.04029,0.03812,0.01695,0.10208,0.09243,0.11399
20517,0.0861,13.0,4.0,SRWAX,0.05365,0.02241,0.10364,0.04452,0.12886,0.06177,0.09352
20575,0.1025,13.0,4.0,SSGAX,0.05913,0.03576,0.13261,0.05552,0.15833,0.06177,0.11159
20587,0.0138,6.0,3.0,SSICX,0.0213,-0.00833,0.033,0.01947,0.02237,0.03443,0.04153
20589,0.0176,7.0,2.0,SSIIX,0.0227,-0.0069,0.03437,0.02142,0.02363,0.03443,0.04783
20594,0.02,7.0,2.0,SSIRX,0.0234,-0.00552,0.03564,0.02214,0.02479,0.03443,0.05185
20595,0.0176,7.0,2.0,SSIZX,0.02273,-0.00646,0.03443,0.02097,0.02368,0.03443,0.04742
20598,0.187,13.0,4.0,SSMAX,0.05137,0.13333,0.23379,0.05019,0.24374,0.10988,0.12266
20599,0.1803,2.0,1.0,SSMEX,0.03831,0.14383,0.26426,0.04855,0.25117,0.10988,0.08379
20606,0.1929,2.0,1.0,SSMOX,0.04121,0.14984,0.27179,0.04868,0.26041,0.10988,0.09971
20618,0.0322,7.0,2.0,SSTDX,0.02124,0.00366,0.02827,0.01543,0.04875,0.07286,0.02144
20620,-0.0061,22.0,7.0,SSTGX,0.01178,-0.02858,0.01152,0.01371,0.04026,0.06175,0.05623
20640,0.0253,1.0,0.0,STBDX,0.02233,0.00391,0.03345,0.02447,0.01641,0.03443,0.1497
20643,0.0314,1.0,0.0,STBJX,0.02502,0.00647,0.03591,0.02695,0.01899,0.03443,0.1602
20644,0.03,1.0,0.0,STBKX,0.02442,0.0059,0.03534,0.0261,0.01852,0.03443,0.1571
20645,0.0292,1.0,0.0,STBNX,0.02401,0.00556,0.0349,0.02597,0.0181,0.03443,0.15561
20653,0.0116,13.0,4.0,STDAX,0.00617,0.00601,0.01574,0.00966,0.01658,0.11719,-0.19541
20663,0.0333,21.0,5.0,STFSX,0.03269,0.00328,0.06063,0.03307,0.08948,0.04842,0.06311
20671,0.033,21.0,5.0,STIAX,0.03243,0.00323,0.06014,0.03279,0.09006,0.04842,0.06374
20677,0.0349,2.0,1.0,STILX,0.03216,0.00404,0.06214,0.03366,0.09093,0.04842,0.06726
20679,0.0351,10.0,2.0,STISX,0.03344,0.00405,0.0614,0.03386,0.09018,0.04842,0.06646
20688,0.0418,2.0,0.0,STMEX,0.02851,0.00474,0.04115,0.01358,0.03662,0.0345,0.0426
20691,0.0367,1.0,0.0,STMHX,0.02599,0.00232,0.03921,0.01046,0.03401,0.0345,0.03233
20692,0.0404,2.0,0.0,STMKX,0.02815,0.00434,0.04078,0.0125,0.03627,0.0345,0.0396
20694,0.0394,2.0,0.0,STMNX,0.02784,0.00375,0.04041,0.01228,0.03562,0.0345,0.03814
20699,0.0426,2.0,0.0,STMYX,0.02871,0.00526,0.04137,0.01344,0.0368,0.0345,0.04347
20722,0.2232,35.0,9.0,STSEX,0.09515,0.07877,0.0868,0.05005,0.13478,0.15827,0.09302
20737,-0.0309,6.0,3.0,STWLX,0.06767,-0.10644,0.02916,0.00826,0.07219,0.14294,0.19896
20739,0.0073,8.0,1.0,STWTX,0.00833,-0.0046,0.01267,0.00794,0.04044,0.07522,0.06009
20740,0.0069,6.0,0.0,STWVX,0.00866,-0.00511,0.01207,0.00734,0.03985,0.07522,0.0567
20788,0.1496,11.0,4.0,SVAAX,0.04468,0.08871,0.09938,0.01163,0.08309,0.02911,-0.08146
20789,0.1462,11.0,4.0,SVACX,0.04443,0.08651,0.09705,0.00964,0.08085,0.02911,-0.08838
20790,0.1523,11.0,4.0,SVAIX,0.04692,0.08884,0.09943,0.0122,0.08567,0.02911,-0.07873
20791,0.1525,2.0,2.0,SVALX,0.04699,0.08888,0.0995,0.01224,0.08572,0.02911,-0.08014
20792,0.0351,6.0,1.0,SVARX,0.02259,0.01109,0.06529,0.05355,0.08834,0.03443,0.241
20812,0.0353,14.0,3.0,SVSAX,0.02227,0.00549,0.03098,0.01733,0.04981,0.07286,0.0291
20817,0.154,10.0,2.0,SVYAX,0.0512,0.08247,0.08756,0.04216,0.12704,0.02911,-0.01878
20820,0.1848,9.0,4.0,SWASX,0.0916,0.05712,0.11452,0.01702,0.11264,-0.05428,-0.12106
20830,0.0756,14.0,8.0,SWFCX,0.05405,0.03997,0.16806,0.05543,0.18414,0.09303,0.06265
20840,0.074,10.0,2.0,SWJRX,0.03876,0.02051,0.07581,0.02625,0.0886,0.08856,0.05323
20841,0.0482,11.0,1.0,SWKRX,0.03231,0.00317,0.05401,0.01965,0.06953,0.08856,0.06108
20843,0.0233,11.0,1.0,SWLRX,0.02528,-0.01346,0.03204,0.01331,0.05029,0.07286,0.06931
20856,0.0809,19.0,8.0,SWRLX,0.05534,0.04133,0.17087,0.05815,0.18755,0.09303,0.07464
20875,0.1202,13.0,4.0,SXMAX,0.04813,0.05627,0.08273,0.03991,0.11201,0.13511,-0.02407
20890,-0.0075,14.0,5.0,SZGAX,0.01221,-0.03013,0.01191,0.012,0.04066,0.06175,0.05348
20892,0.0066,15.0,4.0,SZIAX,0.02536,-0.02778,0.02188,0.01492,0.05794,0.08056,0.08541
20893,0.0022,15.0,4.0,SZICX,0.02344,-0.02955,0.01994,0.01299,0.05592,0.08056,0.07722
20894,0.0081,15.0,4.0,SZIIX,0.02608,-0.02729,0.02259,0.01559,0.0598,0.08056,0.08938
20895,0.0052,2.0,1.0,SZIRX,0.02473,-0.02838,0.02124,0.01426,0.05728,0.08056,0.08267
20896,0.0081,1.0,0.0,SZIWX,0.0261,-0.02732,0.02261,0.01559,0.05785,0.08056,0.08741
20901,0.0806,16.0,4.0,TAAFX,0.04356,0.02591,0.09813,0.05054,0.15342,0.11719,0.15994
20904,0.0799,2.0,1.0,TAARX,0.04444,0.02526,0.09739,0.04988,0.1527,0.11719,0.15684
20905,0.0283,26.0,5.0,TACAX,0.0222,-0.00139,0.02351,0.01266,0.0277,0.04587,0.03694
20906,0.0517,9.0,2.0,TACIX,0.04123,0.00255,0.0747,0.03741,0.11674,0.08856,0.13505
20909,0.1439,9.0,2.0,TADAX,0.1,0.01169,0.11666,0.12867,0.27662,0.35862,0.35886
20910,0.1389,9.0,2.0,TADCX,0.09727,0.01015,0.11421,0.12632,0.27459,0.35862,0.34782
